Date Consolidated,Day of Transaction,Time of Transaction,CustomerID,StoreID,EmployeeID,ProductID,Amount,QTY,Cost
4/30/2017,25,14:48:18,5FUU,14,97,A1528,28.526,1,4.911
4/30/2017,27,17:06:39,7NPN,5,26,A1528,10.526,1,4.944
2/28/2017,15,11:39:23,7NPN,6,38,A1528,6.656,1,3.484
4/30/2018,11,17:44:41,2HLK,2,10,A1528,6.08,1,4.474
4/30/2018,25,18:09:42,7NPN,5,34,A1528,2.836,1,1.094
3/31/2017,30,12:49:58,7NPN,6,36,A1528,1.059,1,0.347
4/30/2018,20,17:08:16,5FUU,15,100,A1527,595.056,22,19.943
4/30/2017,8,13:26:08,5FUU,15,97,A1527,330.563,9,31.699
4/30/2017,28,16:19:10,2ETT,3,12,A1527,66.569,7,46.737
2/28/2017,2,12:57:06,8BMT,3,5,A1527,53.4469,3,41.113
3/31/2017,18,13:38:54,8BMT,1,1,A1527,26.128,2,13.133
3/31/2017,24,14:28:59,2HLK,2,20,A1527,23.035,2,7.944
4/30/2018,10,12:41:47,7MRP,6,39,A1527,15.66,2,11.734
2/28/2017,17,16:09:28,2HLK,1,4,A1527,19.565,2,6.833
2/28/2017,16,9:16:17,2HKM,2,14,A1527,19.606,2,11.636
4/30/2017,6,14:54:52,2HLK,2,5,A1527,15.552,1,3.464
4/30/2017,2,15:53:48,8BMT,3,7,A1527,16.568,1,7.361
4/30/2017,12,16:32:17,2HLJ,10,61,A1527,3.228,1,1.94
4/30/2018,29,13:07:49,2HLK,1,11,A1527,6.632,1,4.391
4/30/2018,23,12:40:57,8BLG,23,144,A1527,3.651,1,0
2/28/2017,17,11:14:25,2EGU,2,19,A1527,2.192,1,1.498
2/28/2017,1,11:17:17,2HLJ,11,69,A1527,1.562,1,0.97
3/31/2017,23,12:17:03,2HKM,2,6,A1527,2.956,1,1.314
3/31/2017,5,12:31:26,5HNJ,12,71,A1527,2.252,1,1.106
3/31/2017,23,12:46:08,2HLJ,11,68,A1527,1.616,1,0.97
2/28/2017,19,11:48:08,2HMJ,2,12,A1527,1.095,1,0.143
3/31/2017,8,10:38:53,2HKH,1,18,A1527,1.096,1,0.348
4/30/2017,6,8:53:50,5HNJ,10,66,A1527,1.136,1,0.333
4/30/2018,12,11:13:12,9AAR,6,32,A1527,1.096,1,0.333
4/30/2018,10,13:38:08,7NPN,6,25,A1527,1.059,1,0.348
4/30/2018,1,14:43:05,7FVA,25,143,A1526,649.6737,280,499.749
4/30/2018,20,18:17:51,5CJK,15,98,A1526,90.038,38,40.404
4/30/2018,11,8:41:04,7FKP,22,132,A1526,101.562,15,4.088
4/30/2018,5,8:45:38,7FUW,24,146,A1526,86.266,7,1.934
4/30/2018,23,13:55:34,7HFQ,25,146,A1526,22.3,4,1.434
4/30/2018,10,9:39:53,5FUU,14,84,A1526,25.35,3,14.394
4/30/2018,5,15:51:13,2ENA,2,13,A1526,57.0193,2,43.861
4/30/2018,28,10:21:17,5LBC,14,88,A1526,9.556,1,0.14
4/30/2018,19,13:29:25,8BDQ,24,142,A1526,5.896,1,0.439
4/30/2018,19,13:44:00,5CHM,13,100,A1526,1.29,1,0.696
4/30/2018,9,11:54:06,5BTP,13,97,A1526,1.185,1,0.086
4/30/2018,5,11:01:21,7MED,23,147,A1526,0.0624,1,0.048
3/31/2017,14,17:36:38,7NRP,7,47,A1525,529.204,201,407.08
4/30/2018,10,13:53:26,7FTP,5,29,A1525,131.216,187,68.374
3/31/2017,11,17:44:16,2HMD,12,70,A1525,955.696,138,486.343
4/30/2017,26,16:37:59,7FTP,6,25,A1525,66.559,122,48.96
4/30/2017,3,14:17:58,2HMD,12,68,A1525,818.633,118,416.893
2/28/2017,20,10:11:53,2HMD,12,64,A1525,535.352,106,369.114
4/30/2018,21,12:27:55,2HMD,11,62,A1525,836.609,96,378.733
3/31/2017,3,12:14:20,9ABU,6,33,A1525,59.606,81,31.846
2/28/2017,23,17:24:38,9ABU,6,28,A1525,59.565,79,31.409
4/30/2018,30,14:00:17,8CUP,1,19,A1525,78.6084,75,60.468
4/30/2017,30,14:33:46,9ABU,6,33,A1525,52.822,73,31.768
2/28/2017,5,14:57:38,7FED,5,38,A1525,98.96,72,38.443
4/30/2018,16,12:24:34,9ABU,5,30,A1525,120.053,65,38.417
3/31/2017,23,10:59:08,7FED,6,34,A1525,89.58,64,33.666
2/28/2017,20,16:17:52,8BKQ,5,31,A1525,196.008,60,96.709
2/28/2017,19,16:02:13,7NRP,9,42,A1525,183.781,60,141.37
3/31/2017,29,10:39:01,8BKQ,5,40,A1525,193.082,60,96.636
4/30/2018,29,14:49:17,2HMC,11,72,A1525,165.166,59,138.81
4/30/2018,14,11:02:31,8BKQ,4,22,A1525,208.962,58,93.338
4/30/2017,3,13:46:27,8CUP,3,10,A1525,55.905,57,38.834
4/30/2017,24,15:55:21,7NUD,24,145,A1525,263.656,56,47.449
4/30/2017,24,11:44:00,7FED,6,25,A1525,91.526,55,43.111
3/31/2017,5,11:34:27,7NQC,7,46,A1525,155.565,51,87.317
4/30/2018,23,13:26:44,7MED,24,141,A1525,363.526,47,180.864
4/30/2017,13,16:39:09,8BKQ,6,25,A1525,191.551,45,74.943
4/30/2018,14,10:56:51,7NQC,9,44,A1525,136.525,44,80.786
4/30/2017,3,11:20:11,7NQC,7,49,A1525,135.669,43,78.684
4/30/2017,7,11:54:46,7KGJ,23,142,A1525,125.655,43,39.384
4/30/2018,23,14:05:02,7NUD,24,144,A1525,218.518,42,40.304
2/28/2017,28,10:28:19,7KGJ,23,141,A1525,120.636,42,39.163
3/31/2017,26,18:26:44,8CUP,2,3,A1525,53.8161,41,41.397
3/31/2017,1,11:08:57,7KGJ,25,145,A1525,118.669,40,39.433
4/30/2017,11,10:33:13,7NRP,7,52,A1525,83.2,32,64
2/28/2017,17,11:02:12,7NQC,7,43,A1525,85.556,31,48.046
3/31/2017,6,10:29:38,2EQR,1,4,A1525,125.152,29,93.76
4/30/2017,30,10:30:14,7MNE,9,41,A1525,116.868,24,80.978
4/30/2018,7,10:44:10,2EQR,3,2,A1525,162.586,24,107.314
4/30/2017,24,12:52:18,2EQR,1,15,A1525,101.568,22,74.34
4/30/2017,28,11:41:33,7QVA,4,23,A1525,82.551,22,63.881
3/31/2017,27,9:35:29,7QVA,5,40,A1525,81.062,22,37.963
2/28/2017,18,10:27:05,7NKW,22,138,A1525,65.991,21,40.349
2/28/2017,3,17:20:58,2EQR,1,13,A1525,86.35,20,63.68
3/31/2017,10,13:26:30,7NPR,5,35,A1525,68.208,20,49.646
4/30/2017,12,17:47:59,7NPR,4,40,A1525,65.561,20,30.499
4/30/2018,26,14:50:57,7KGJ,25,144,A1525,50.559,19,10.613
2/28/2017,6,18:01:11,7NPR,4,39,A1525,61.65,19,43.993
3/31/2017,27,15:14:19,7MNE,9,59,A1525,86.108,19,60.06
4/30/2018,18,16:02:05,7FEQ,6,36,A1525,55.395,18,33.1
4/30/2018,29,16:36:31,2EFE,3,18,A1525,135.355,18,94.106
4/30/2017,17,11:58:46,7MTL,4,40,A1525,63.955,17,48.44
4/30/2017,30,15:07:36,2EJB,12,67,A1525,56.166,16,33.939
4/30/2017,14,17:02:34,7NKW,22,129,A1525,65.339,16,43.944
2/28/2017,26,17:04:02,7FEQ,5,21,A1525,52.301,16,44.113
3/31/2017,29,14:05:59,7NKW,20,127,A1525,61.212,16,44.366
4/30/2018,8,11:35:12,2HMJ,2,4,A1525,90.535,15,4.83
4/30/2018,4,16:23:16,5LCK,14,85,A1525,68.536,15,48.369
4/30/2018,9,15:39:12,7FED,6,40,A1525,29.281,15,14.619
2/28/2017,3,15:10:16,5RBF,16,116,A1525,68.568,15,44.3
3/31/2017,27,11:59:02,7NUD,25,150,A1525,63.365,15,7.141
4/30/2018,20,12:45:11,7HEB,17,112,A1525,62.866,14,33.034
4/30/2018,12,18:04:31,7NKW,20,140,A1525,85.956,14,46.838
4/30/2017,14,12:59:45,5RBF,18,114,A1525,66.036,14,18
3/31/2017,28,17:25:10,7FEQ,5,24,A1525,63.953,13,38.94
4/30/2018,8,16:32:29,7NPR,4,26,A1525,54.5142,13,41.934
4/30/2018,9,11:42:23,7MTL,6,25,A1525,53.696,12,48.138
4/30/2018,24,14:03:30,2HLT,1,9,A1525,56.635,12,41.643
4/30/2017,11,13:46:21,7FEQ,5,39,A1525,60.636,12,33.99
2/28/2017,4,12:33:17,7QVA,6,22,A1525,61.565,12,30.837
3/31/2017,1,14:09:55,5RBF,16,105,A1525,35.256,12,13.1
4/30/2017,4,10:54:19,7MRV,20,133,A1525,69.063,11,34.636
2/28/2017,12,17:50:41,7MRV,22,130,A1525,61.656,11,47.447
3/31/2017,16,10:45:18,2EFE,3,15,A1525,50.125,10,33.997
4/30/2017,4,13:45:50,2ERB,10,74,A1525,50.565,10,31.448
4/30/2018,12,11:58:18,2ERB,11,66,A1525,58.253,9,36.66
2/28/2017,13,17:28:49,7FLF,20,122,A1525,65.565,9,43.143
2/28/2017,15,13:53:17,8CWQ,4,38,A1525,16.285,9,10.978
2/28/2017,4,10:49:44,7MTL,6,27,A1525,66.55,9,34.044
3/31/2017,17,16:34:54,2HLW,11,77,A1525,61.523,9,47.431
3/31/2017,16,14:13:38,7MRV,20,137,A1525,56.082,9,43.14
4/30/2017,1,16:41:56,2EFE,2,16,A1525,55.693,9,44.339
4/30/2017,23,11:31:22,7FLF,20,125,A1525,61.035,8,48.317
4/30/2018,14,13:49:17,2EJB,10,80,A1525,29.935,8,14.484
4/30/2017,12,15:22:18,2HLW,11,72,A1525,56.342,8,43.34
2/28/2017,12,10:31:18,7MNE,8,59,A1525,52.4004,7,40.308
3/31/2017,4,15:04:00,2ERB,10,79,A1525,58.4168,7,44.936
4/30/2017,26,13:02:14,5RBC,16,108,A1525,85.155,7,39.89
4/30/2018,10,18:07:40,2ENC,2,2,A1525,17.5344,7,13.488
2/28/2017,28,12:19:07,2HLW,11,61,A1525,29.661,6,18.788
3/31/2017,25,12:48:34,8CWQ,6,31,A1525,10.688,6,7.401
4/30/2018,9,11:21:33,2HKJ,2,15,A1525,58.96,6,37.9
4/30/2018,25,13:03:55,9AAR,4,21,A1525,66.6,6,43.04
3/31/2017,2,17:27:05,7MTL,5,27,A1525,20.085,6,13.034
4/30/2017,6,13:28:18,8BEB,12,78,A1525,68.213,6,39.339
3/31/2017,8,14:03:44,5RBC,18,101,A1525,56.582,6,31.41
4/30/2018,24,10:17:19,7NRP,8,51,A1525,16.558,5,14.441
3/31/2017,22,11:37:34,8BFP,19,120,A1525,52.4043,5,40.311
4/30/2018,16,13:25:46,2HLW,12,67,A1525,52.871,5,40.67
2/28/2017,17,12:42:58,7FLL,13,84,A1525,12.889,5,1.334
3/31/2017,24,11:25:02,7FLF,21,136,A1525,26.023,5,16.04
2/28/2017,3,14:13:44,8BFP,18,112,A1525,26.611,4,16.469
3/31/2017,15,11:53:53,2HHC,3,10,A1525,18.856,4,13.76
4/30/2018,27,11:11:57,5RBF,18,117,A1525,16.913,4,8.6
3/31/2017,14,12:07:52,8BEB,11,70,A1525,56.004,4,43.08
2/28/2017,16,13:27:49,2HHC,1,2,A1525,15.558,4,14.8
4/30/2018,10,10:12:21,7HFD,4,37,A1525,10.521,4,10.36
2/28/2017,13,15:04:17,8BEB,10,61,A1525,52.182,4,40.14
3/31/2017,19,9:28:46,7MVJ,4,27,A1525,18.935,4,11.769
4/30/2017,9,15:28:30,2HKJ,1,12,A1525,63.628,3,40.464
2/28/2017,20,11:57:17,7MVJ,4,40,A1525,16.556,3,10.083
2/28/2017,13,11:06:34,5RBC,19,102,A1525,57.161,3,43.97
4/30/2018,21,14:12:31,8BAD,8,53,A1525,26.991,3,18.301
3/31/2017,2,14:49:17,7HFD,5,32,A1525,5.625,3,3.604
4/30/2017,30,13:51:31,2HHC,2,20,A1525,12.529,3,9.48
4/30/2017,3,15:36:54,7HFT,25,148,A1525,13.5,3,8.381
4/30/2018,23,10:17:44,2HHC,2,5,A1525,15.962,3,10.94
2/28/2017,14,10:41:21,7HFT,25,147,A1525,11.18,3,6.68
4/30/2018,6,10:52:41,7QUB,22,130,A1525,21.925,3,13.43
4/30/2018,20,13:36:56,2HKM,2,4,A1525,15.161,3,9.73
3/31/2017,5,14:16:27,7HFT,23,142,A1525,9.89,2,3.911
4/30/2018,14,13:08:40,8DBF,24,149,A1525,11.109,2,8.03
4/30/2018,6,11:26:50,7DRA,13,88,A1525,9.086,2,3.498
2/28/2017,15,11:53:13,7HFD,6,33,A1525,5.523,2,3.813
4/30/2017,24,12:33:22,7MVJ,4,21,A1525,11.065,2,7.439
4/30/2018,10,12:33:39,8BEL,11,71,A1525,11.583,2,8.19
2/28/2017,7,17:08:11,2ERB,11,68,A1525,9.65,2,3.834
2/28/2017,22,11:58:23,8BLT,6,33,A1525,57.2,2,44
2/28/2017,13,13:29:15,2EJR,1,15,A1525,8.506,2,3.303
4/30/2017,15,11:45:08,7HFD,6,28,A1525,3.966,2,3.443
3/31/2017,21,14:44:00,2EJR,3,20,A1525,5.98,1,3.138
4/30/2017,4,11:35:32,2EJR,3,9,A1525,5.98,1,3.138
3/31/2017,5,17:14:58,9ADI,7,56,A1525,5.896,1,3.34
4/30/2018,13,11:30:28,2EJR,1,11,A1525,16.31,1,7.981
4/30/2018,24,14:00:53,9ADI,9,59,A1525,8.206,1,4.893
4/30/2018,12,15:53:55,7HFT,24,141,A1525,5.216,1,3.634
4/30/2018,22,10:43:18,2EUA,3,20,A1525,16.65,1,10.8
4/30/2017,19,8:48:49,9ADI,8,44,A1525,5.922,1,4.003
4/30/2018,24,12:42:58,7FDH,5,39,A1525,5.016,1,1.037
4/30/2017,21,11:52:24,8CWQ,6,36,A1525,1.052,1,0.708
4/30/2018,18,13:09:17,8BLG,24,142,A1525,2.683,1,1.844
4/30/2018,30,17:30:09,7FMW,24,142,A1525,1.558,1,1.169
4/30/2017,28,12:23:54,8BFP,16,104,A1525,2.52,1,1.84
4/30/2017,27,15:04:09,8CPQ,1,8,A1525,5.3352,1,4.104
4/30/2018,28,10:38:03,2HMQ,1,7,A1525,5.798,1,4.46
2/28/2017,27,13:58:58,9ADI,7,54,A1525,1.956,1,1.333
4/30/2017,2,17:02:53,2HMQ,1,1,A1525,2.091,1,1.49
2/28/2017,22,16:31:21,7GBB,9,54,A1525,0.622,1,0.344
3/31/2017,3,9:52:36,7GBB,8,56,A1525,0.622,1,0.344
4/30/2018,3,15:26:46,9ABT,5,23,A1525,2.196,1,1.46
2/28/2017,10,13:54:05,2HLT,1,8,A1525,0.256,1,0.13
4/30/2017,24,18:30:09,7GBB,7,55,A1525,0.311,1,0.161
4/30/2017,21,9:58:48,5CLR,15,82,A1525,0.263,1,0
4/30/2018,5,14:12:35,6ELU,16,111,A1525,0.263,1,0.184
4/30/2018,29,17:11:35,7FKW,18,103,A1524,1396.155,1034,1048.334
4/30/2018,18,12:45:42,7PDA,7,57,A1524,5296.613,978,4973.337
4/30/2017,16,15:01:51,7NBE,13,97,A1524,905.25,883,343.68
4/30/2017,21,11:31:43,7PDA,9,43,A1524,5685.65,787,3341.036
4/30/2018,7,14:37:46,7QGK,9,55,A1524,5595.538,777,3947.069
3/31/2017,24,12:45:33,7NBE,13,97,A1524,515.56,739,441.01
4/30/2017,23,14:35:42,7QGK,8,45,A1524,6685.158,710,3179.33
3/31/2017,20,12:59:19,7MWE,21,128,A1524,958.951,651,404.916
4/30/2017,2,17:22:51,7MWE,22,125,A1524,986.611,650,416.347
4/30/2018,18,14:08:17,7MWE,21,122,A1524,855.182,635,464.474
3/31/2017,20,12:33:07,8BEB,11,67,A1524,696.816,626,363.174
2/28/2017,8,16:46:50,7NUD,24,146,A1524,3238.56,619,1360.93
2/28/2017,10,13:58:25,7MWE,22,121,A1524,865.502,606,339.44
4/30/2017,7,17:30:18,7NUD,23,149,A1524,2816.269,583,1491.973
3/31/2017,9,14:18:50,7NUD,24,144,A1524,2895.613,567,1330.674
2/28/2017,12,17:00:38,8BEB,10,79,A1524,661.329,559,348.817
4/30/2017,13,9:46:27,8BEB,12,73,A1524,635.522,554,314.331
3/31/2017,4,9:59:31,7FKW,19,110,A1524,568.306,522,311.338
2/28/2017,15,12:08:18,7NBE,13,91,A1524,611.95,519,466.01
4/30/2017,6,14:03:18,7FKW,19,120,A1524,802.882,518,630.388
2/28/2017,27,11:16:11,7PDA,7,54,A1524,5725.7694,507,4404.438
2/28/2017,12,10:14:36,7QGK,9,45,A1524,5456.9437,504,4197.649
4/30/2018,12,13:50:32,7FWU,22,126,A1524,595.593,485,377.914
4/30/2017,7,14:36:19,7CNJ,4,36,A1524,3622.098,440,1374.011
2/28/2017,23,13:43:57,7FED,4,35,A1524,516.566,381,460.487
4/30/2018,30,16:24:39,7NUD,23,143,A1524,1988.059,378,933.711
3/31/2017,24,14:15:38,7FED,4,35,A1524,508.698,376,439.111
2/28/2017,17,14:22:07,7CNJ,4,28,A1524,2828.953,371,1464.647
4/30/2017,27,13:53:10,7FED,5,23,A1524,536.651,361,431.019
3/31/2017,15,14:44:13,7CNJ,6,36,A1524,2558.535,358,1434.999
4/30/2018,1,12:44:42,9AAM,21,130,A1524,510.963,332,303.04
4/30/2018,2,10:27:59,7CNJ,5,30,A1524,2153.556,289,890.913
4/30/2018,1,15:56:44,8CWQ,4,30,A1524,1353.263,278,990.74
4/30/2018,25,10:20:55,7FJM,8,53,A1524,992.025,275,496.394
2/28/2017,14,14:17:47,7FTH,23,146,A1524,225.886,275,164.373
4/30/2018,16,16:33:49,7FNP,7,48,A1524,666.166,274,446.061
4/30/2017,5,12:50:32,8CWQ,4,31,A1524,1105.388,267,797.43
4/30/2018,1,13:28:06,7FTC,15,93,A1524,363.031,266,136.694
3/31/2017,11,12:39:42,8CWQ,4,33,A1524,1085.581,264,786.193
3/31/2017,19,12:04:28,7FTH,25,141,A1524,215.566,259,133.417
2/28/2017,2,10:02:41,8CWQ,4,39,A1524,965.233,256,714.834
2/28/2017,20,10:23:05,8BKQ,6,29,A1524,625.836,253,307.836
4/30/2018,2,17:33:56,7NQQ,5,37,A1524,635.252,251,481.604
4/30/2017,3,17:23:01,5RBF,16,118,A1524,255.185,248,149.31
2/28/2017,28,14:37:34,7MTL,6,24,A1524,290.299,247,146.47
4/30/2017,19,16:52:58,7MTL,5,25,A1524,285.052,246,130.861
3/31/2017,22,10:17:47,7FNP,7,60,A1524,585.931,242,197.348
4/30/2017,15,16:52:45,7FJM,8,57,A1524,855.06,233,438.441
4/30/2018,29,15:42:02,7FTH,23,141,A1524,269.603,233,184.383
4/30/2017,3,14:13:01,7FNP,8,45,A1524,655.696,229,183.604
2/28/2017,11,15:24:48,5RBF,18,114,A1524,233.555,227,141.814
4/30/2018,4,11:39:56,7NEN,8,45,A1524,1521.313,226,1066.036
4/30/2018,3,11:29:45,7MTL,5,29,A1524,315.853,226,184.44
4/30/2017,8,12:31:01,7FTH,23,147,A1524,188.001,224,133.683
3/31/2017,19,11:03:21,5RBF,17,110,A1524,239.035,222,143.83
3/31/2017,24,15:27:43,8BKQ,5,27,A1524,586.556,218,484.314
2/28/2017,11,13:45:26,7GAC,5,37,A1524,180.691,217,114.798
3/31/2017,2,16:43:51,7FWU,22,133,A1524,186.5,214,149.318
4/30/2017,21,17:12:51,7NEN,9,45,A1524,1366.202,212,944.468
4/30/2017,25,19:17:14,7MRV,20,137,A1524,261.905,205,136.033
3/31/2017,12,13:51:22,7NEN,9,52,A1524,1256.568,205,879.947
3/31/2017,21,17:44:01,7NCR,21,138,A1524,165.333,201,106.444
4/30/2017,22,12:03:33,7NCR,22,137,A1524,166.915,198,106.048
4/30/2017,1,18:06:09,8BKQ,6,35,A1524,656.182,197,436.697
3/31/2017,23,10:37:43,7NAK,8,57,A1524,259.153,197,147.6
4/30/2017,10,9:04:06,7GAC,4,37,A1524,160.692,193,104.744
4/30/2018,25,16:47:28,7NCR,22,127,A1524,209.133,191,139.411
2/28/2017,28,15:17:43,7MRV,22,137,A1524,219.666,190,148.333
3/31/2017,10,11:03:58,7FJM,8,44,A1524,835.96,189,407.489
2/28/2017,19,12:07:12,8BLW,8,43,A1524,688.511,185,488.4
2/28/2017,27,10:07:43,7FWU,21,126,A1524,163.863,181,101.313
4/30/2018,27,17:41:54,5RBF,16,105,A1524,352.006,178,149.414
4/30/2018,2,11:58:15,7MRV,22,135,A1524,192.666,178,116.894
3/31/2017,9,10:28:43,8BLW,8,45,A1524,695.222,178,307.989
2/28/2017,26,15:07:35,7FNP,8,42,A1524,361.206,177,149.39
3/31/2017,10,10:21:19,7GAC,4,34,A1524,165.555,177,93.863
3/31/2017,14,12:52:47,9ADE,4,26,A1524,186.516,172,114.41
2/28/2017,25,11:49:57,7NEN,9,55,A1524,1061.695,171,697.43
4/30/2017,13,7:55:13,7FWU,22,126,A1524,153.055,171,109.947
4/30/2018,16,10:17:51,7NAK,7,45,A1524,223.986,170,117.934
4/30/2018,21,17:10:29,9ADE,6,29,A1524,312.299,170,166.147
4/30/2018,5,16:07:08,7GAC,4,39,A1524,184.2932,167,141.764
2/28/2017,24,12:24:35,9ADE,4,21,A1524,156.865,167,108.007
4/30/2017,30,11:49:10,8BLW,8,56,A1524,691.668,166,318.877
3/31/2017,13,16:56:47,7MRV,20,124,A1524,205.226,164,143.194
4/30/2017,21,12:47:25,8BBC,21,135,A1524,165.182,162,83.084
3/31/2017,29,10:13:48,7BWH,22,129,A1524,1252.566,161,876.384
4/30/2017,20,17:21:49,7NDV,7,45,A1524,155.315,161,100.63
4/30/2017,8,10:10:29,7QVA,5,29,A1524,260.82,158,143.964
4/30/2017,30,13:51:38,7BWH,21,129,A1524,1236.981,157,760.794
2/28/2017,11,15:17:02,8BBC,22,126,A1524,138.562,156,80.994
3/31/2017,8,17:08:23,9ADI,9,46,A1524,136.695,156,87.349
2/28/2017,14,16:25:41,7NAK,9,52,A1524,152.619,155,76.334
4/30/2017,11,12:52:27,9ADE,4,26,A1524,165.555,154,104.33
2/28/2017,14,17:00:40,7FLD,8,56,A1524,136.528,153,94.434
4/30/2017,3,10:24:34,7NAK,8,44,A1524,198.986,151,103.767
4/30/2017,27,9:27:07,7NPR,5,39,A1524,163.623,149,103.744
3/31/2017,3,13:12:38,7NCK,5,30,A1524,525.612,147,406.683
2/28/2017,10,11:40:29,8CWG,4,36,A1524,128.216,146,87.3
3/31/2017,19,16:27:17,7NPR,6,35,A1524,155.32,145,114.06
3/31/2017,30,12:59:07,7NDV,8,56,A1524,138.692,144,86.767
2/28/2017,16,16:24:50,7NCK,6,23,A1524,501.309,142,374.3
2/28/2017,4,10:31:19,7FJM,8,44,A1524,569.186,142,460.111
3/31/2017,6,11:54:24,7FLD,8,56,A1524,120.03,137,84.14
2/28/2017,16,18:10:34,2EJT,1,13,A1524,1289.536,137,740.693
2/28/2017,25,16:03:55,7NCR,20,135,A1524,112.086,135,71.483
2/28/2017,21,10:49:45,7NPR,6,21,A1524,160.536,134,98.947
2/28/2017,24,14:04:05,9ADI,8,50,A1524,116.858,133,70.447
4/30/2017,5,11:36:33,7NCK,4,40,A1524,688.658,133,367.863
3/31/2017,3,13:16:17,8BBC,21,121,A1524,118.015,132,69.483
4/30/2018,16,14:05:56,8BKQ,5,34,A1524,310.563,130,134.738
4/30/2017,10,16:50:53,7NDK,6,25,A1524,933.9213,129,718.401
4/30/2018,29,16:09:51,7NUC,24,141,A1524,505.988,128,364.8
2/28/2017,3,10:40:22,7BWH,22,132,A1524,953.115,127,689.448
4/30/2018,23,12:11:08,7NPR,6,21,A1524,153.583,124,103.341
3/31/2017,28,12:44:08,7KGJ,25,147,A1524,105.008,122,64.66
4/30/2017,24,11:07:48,2EJT,3,7,A1524,1060.596,121,394.833
2/28/2017,20,14:52:54,7NDK,5,30,A1524,836.9829,121,643.833
4/30/2018,12,13:25:45,8BBC,21,134,A1524,150.185,119,81.369
3/31/2017,7,14:30:09,7NQC,8,58,A1524,600.552,119,334.741
4/30/2017,19,12:06:46,7FEQ,4,35,A1524,218.526,117,140.843
4/30/2018,8,13:19:26,5LCA,14,87,A1524,138.358,117,84.683
4/30/2017,29,9:06:27,7FLD,9,50,A1524,101.9,116,63.033
3/31/2017,22,15:26:07,2EJT,2,13,A1524,1085.015,115,360.644
2/28/2017,23,15:47:43,7FEQ,4,26,A1524,228.981,114,131.947
3/31/2017,3,10:49:28,7FEQ,4,25,A1524,225.295,112,149.973
4/30/2018,8,9:46:10,7FEQ,4,22,A1524,228.656,110,114.944
3/31/2017,5,12:32:58,7NDK,4,39,A1524,842.8017,108,648.309
2/28/2017,8,13:43:36,6CUA,6,25,A1524,582.4091,106,448.007
3/31/2017,13,17:21:06,7NLB,9,49,A1524,569.353,105,106.336
4/30/2018,8,10:58:19,7NCK,4,30,A1524,398.006,105,343.9
3/31/2017,28,12:41:09,7MTL,5,33,A1524,118.83,104,39.474
4/30/2017,27,12:36:30,5LAV,14,83,A1524,291.85,103,176.147
4/30/2017,18,15:20:12,7KGJ,24,147,A1524,89.556,102,34.347
4/30/2017,26,13:04:45,9ADI,8,58,A1524,85.665,100,36.743
3/31/2017,16,16:16:41,7QVA,5,25,A1524,159.115,100,93.884
4/30/2018,26,16:16:28,7KGJ,25,145,A1524,166.323,100,94.396
4/30/2018,9,10:11:23,8BMQ,17,117,A1524,198,99,131.973
2/28/2017,12,14:01:09,8BFT,17,106,A1524,581.515,99,443.69
2/28/2017,18,13:50:15,7NLB,8,59,A1524,689.592,98,101.197
4/30/2018,3,13:49:41,7FED,6,39,A1524,168.561,98,63.988
3/31/2017,9,12:13:31,8BFT,19,106,A1524,553.809,97,406.304
4/30/2017,14,10:25:52,8CUP,1,13,A1524,618.858,96,431.339
4/30/2018,11,9:44:25,7FRH,5,28,A1524,682.266,96,37.043
4/30/2018,6,12:16:28,7NLB,8,49,A1524,558.056,96,104.843
4/30/2018,6,13:18:16,8BFT,16,105,A1524,595.566,95,444.714
2/28/2017,11,19:22:40,7KGJ,25,143,A1524,82.8,94,30.613
3/31/2017,22,17:28:23,5LAV,13,98,A1524,235.99,94,130.866
4/30/2017,7,10:14:48,7NQC,8,55,A1524,682.366,94,488.38
4/30/2017,19,12:31:36,8BFT,17,101,A1524,585.669,93,414.03
4/30/2017,19,18:01:44,5RAW,19,108,A1524,595.533,92,473.641
2/28/2017,9,13:23:35,5LAV,14,93,A1524,221.365,92,149.393
3/31/2017,12,16:25:20,7FJT,8,50,A1524,562.216,91,406.4
2/28/2017,16,11:02:52,7NDV,9,52,A1524,86.992,90,30.009
3/31/2017,26,9:10:51,8CUP,3,18,A1524,609.916,90,441.311
4/30/2017,21,15:56:11,7NLB,7,48,A1524,668.156,90,94.494
3/31/2017,20,14:57:45,5RAW,19,108,A1524,558.908,89,463.014
4/30/2018,26,10:37:19,9ADI,8,41,A1524,92.906,88,60.649
2/28/2017,24,12:41:43,5RAW,17,113,A1524,568.526,88,460.471
3/31/2017,3,15:13:10,7FVL,16,112,A1524,655.808,85,304.606
4/30/2018,9,11:38:02,2ENA,1,11,A1524,265.861,85,133.914
4/30/2018,6,15:25:36,7NDV,9,44,A1524,136.985,84,61.191
3/31/2017,25,10:18:17,7MVU,9,51,A1524,53.92,84,31.799
4/30/2018,3,18:11:25,7BWH,21,126,A1524,665.138,84,39.104
3/31/2017,9,14:51:54,2ENA,2,1,A1524,130.06,84,40.119
2/28/2017,10,12:08:51,2ENA,3,1,A1524,136.565,83,44.434
4/30/2018,4,10:40:31,5TCC,17,116,A1524,686.205,81,368.904
4/30/2018,9,17:24:58,7FTG,21,140,A1524,119.912,80,80.046
3/31/2017,2,15:24:38,7FTL,22,128,A1524,534.1648,76,410.896
4/30/2018,13,16:41:03,5MHJ,17,106,A1524,560.955,76,318.84
